stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
1568,,"ул. Доватора",,55.14675,61.38204,,,
2515,,"ул. Доватора",,55.14632,61.38254,,,
3943,,"Больница АМЗ",,55.11777,61.35603,,,
3944,,"Больница АМЗ",,55.11764,61.35630,,,
3935,,"Красный мост",,55.11183,61.33379,,,
3936,,"Красный мост",,55.11175,61.33286,,,
3941,,"Магазин",,55.11597,61.35190,,,
3942,,"Магазин",,55.11572,61.35190,,,
3939,,"Проспект",,55.11432,61.34686,,,
3940,,"Проспект",,55.11416,61.34710,,,
3937,,"Школа",,55.11326,61.34057,,,
3938,,"Школа",,55.11335,61.34014,,,
687,,"Ж.Д. вокзал",,55.13975,61.41255,,,
688,,"Ж.Д. вокзал",,55.13987,61.41245,,,
693,,"ул. Евтеева",,55.15075,61.41552,,,
694,,"ул. Евтеева",,55.15008,61.41567,,,
696,,"ул. Плеханова",,55.15613,61.41367,,,
697,,"ул. Плеханова",,55.15549,61.41376,,,
3406,,"Магазин",,55.03806,61.37262,,,
3407,,"Магазин",,55.03810,61.37310,,,
3408,,"пос. Новосинеглазово",,55.03695,61.36955,,,
3725,,"Кинотеатр Пушкина",,55.15785,61.40851,,,
3726,,"Кинотеатр Пушкина",,55.15778,61.40918,,,
3931,,"пос. АМЗ",,55.10450,61.34139,,,
3932,,"пос. АМЗ",,55.10425,61.34141,,,
3933,,"ул. Трактовая",,55.10782,61.33512,,,
3934,,"ул. Трактовая",,55.10790,61.33476,,,
291,,"стадион Локомотив",,55.14619,61.41289,,,
292,,"стадион Локомотив",,55.14677,61.41259,,,
311,,"ул. Евтеева",,55.15033,61.41135,,,
312,,"ул. Евтеева",,55.14948,61.41179,,,
321,,"ул. Орджоникидзе",,55.15253,61.40930,,,
322,,"ул. Орджоникидзе",,55.15219,61.40972,,,
3404,,"КСК",,55.04338,61.37663,,,
3405,,"КСК",,55.04317,61.37668,,,
3400,,"Переезд",,55.05185,61.38120,,,
3401,,"Переезд",,55.05191,61.38142,,,
3409,,"пос. Новосинеглазово",,55.03708,61.36971,,,
3396,,"Сад  Прогресс",,55.06053,61.39366,,,
3398,,"Сад Нефтяник",,55.05657,61.38757,,,
3399,,"Сад Нефтяник",,55.05639,61.38708,,,
3397,,"Сад Прогресс",,55.06048,61.39383,,,
3402,,"Столовая",,55.04720,61.37868,,,
3403,,"Столовая",,55.04732,61.37889,,,
787,,"Нефтебаза",,55.10224,61.34305,,,
792,,"Нефтебаза",,55.10223,61.34264,,,
2073,,"пос. АМЗ",,55.11504,61.35897,,,
2074,,"пос. АМЗ",,55.11517,61.35942,,,
785,,"Сад Горняк",,55.09671,61.33564,,,
794,,"Сад Горняк",,55.09673,61.33513,,,
784,,"Сад Спутник",,55.09341,61.33122,,,
795,,"Сад Спутник",,55.09358,61.33087,,,
786,,"Сад Энергетик",,55.09996,61.34006,,,
793,,"Сад Энергетик",,55.10020,61.33978,,,
7973,,"сад Янтарь",,55.06398,61.35875,,,
170,,"Агентство  Воздушных  Сообщений",,55.16099,61.42613,,,
181,,"магазин Детский мир",,55.16058,61.41231,,,
1077,,"Городская Больница",,55.15232,61.39049,,,
968,,"Завод им. Колющенко",,55.13725,61.40851,,,
7125,,"ул. Фёдорова",,55.13790,61.40251,,,
695,,"Академическая",,55.15351,61.41453,,,
1220,,"Ж.д. Вокзал",,55.13696,61.41271,,,
691,,"Институт путей сообщения",,55.14570,61.41647,,,
692,,"Институт путей сообщения",,55.14550,61.41620,,,
698,,"магазин Детский мир",,55.16018,61.41160,,,
689,,"Привокзальная площадь",,55.14157,61.41416,,,
690,,"Привокзальная площадь",,55.14186,61.41418,,,
259,,"Ж.Д. вокзал",,55.14234,61.41319,,,
260,,"Ж.Д. вокзал",,55.14187,61.41306,,,
263,,"Завод им. Колющенко",,55.13838,61.41079,,,
264,,"Завод им. Колющенко",,55.13822,61.41125,,,
8305,,"Театральная площадь",,55.15770,61.40347,,,
249,,"Городской сад",,55.15528,61.40687,,,
250,,"Городской сад",,55.15472,61.40731,,,
788,,"АМЗ",,55.11017,61.35528,,,
791,,"АМЗ",,55.10999,61.35456,,,
4173,,"Дорога 29",,55.17544,61.55571,,,
4174,,"Дорога 29",,55.17580,61.55532,,,
4175,,"Дорога 43",,55.18617,61.55476,,,
4176,,"Дорога 43",,55.18647,61.55511,,,
4179,,"Дорога 64",,55.19692,61.55456,,,
4180,,"Дорога 64",,55.19710,61.55443,,,
4069,,"Конечная ТЭЦ-3",,55.23079,61.49726,,,
3302,,"Мехколонна",,55.17162,61.55318,,,
4177,,"Сад №3",,55.19202,61.55472,,,
4178,,"Сад №3",,55.19138,61.55451,,,
4182,,"ст.Межозёрная",,55.20025,61.55426,,,
4181,,"ст.Межозёрная",,55.20005,61.55446,,,
4072,,"ТЭЦ- 3",,55.22699,61.49403,,,
4073,,"ТЭЦ- 3",,55.22740,61.49396,,,
5429,,"проспект Виктора Давыдова",,55.16662,61.52269,,,
5447,,"ул. 1-я Эльтонская",,55.16325,61.52606,,,
1999,,"поворот на Аэропорт",,55.23633,61.52622,,,
2000,,"поворот на Аэропорт",,55.23478,61.52595,,,
2297,,"Сад Дружба",,55.20915,61.48237,,,
2298,,"Сад Дружба",,55.20966,61.48361,,,
2302,,"Сад Учитель",,55.21528,61.48987,,,
2303,,"Сад Учитель",,55.21459,61.48919,,,
2285,,"Тракторосад №1",,55.20283,61.47510,,,
2288,,"Тракторосад №1",,55.20325,61.47511,,,
1993,,"Тракторосад №2",,55.19910,61.47177,,,
1994,,"Тракторосад №2",,55.19952,61.47171,,,
1998,,"ТЭЦ - 3",,55.22691,61.49803,,,
2058,,"ТЭЦ - 3",,55.22645,61.49787,,,
2289,,"Центральная усадьба",,55.20583,61.47802,,,
2290,,"Центральная усадьба",,55.20584,61.47780,,,
212,,"Гранд-отель Видгоф",,55.16125,61.43327,,,
187,,"Комсомольская пл.",,55.16071,61.44198,,,
935,,"Комсомольская пл.",,55.16096,61.44271,,,
1008,,"Комсомольская пл.",,55.16086,61.44046,,,
211,,"Музей ЧТЗ",,55.16113,61.43439,,,
900,,"Театр ЧТЗ",,55.16006,61.45220,,,
2005,,"Театр ЧТЗ",,55.16026,61.45213,,,
2112,,"Театр ЧТЗ",,55.16031,61.45051,,,
5421,,"Театр ЧТЗ",,55.16019,61.45189,,,
901,,"ул. Молодежная",,55.15969,61.45931,,,
902,,"ул. Молодежная",,55.15955,61.45903,,,
2301,,"ул. Молодежная",,55.15984,61.45928,,,
2304,,"ул. Молодежная",,55.15982,61.45833,,,
903,,"ЧТЗ",,55.15917,61.46758,,,
904,,"ЧТЗ",,55.15901,61.46778,,,
2001,,"ЧТЗ",,55.15970,61.46632,,,
990,,"ул. Танкистов",,55.19299,61.46597,,,
926,,"Сад-1",,55.17036,61.54173,,,
927,,"Сад-1",,55.17065,61.54210,,,
928,,"Центральная проходная",,55.17458,61.55086,,,
929,,"Центральная проходная",,55.17440,61.55110,,,
190,,"магазин Радуга",,55.18361,61.45733,,,
191,,"магазин Радуга",,55.18304,61.45559,,,
192,,"магазин Россия",,55.18753,61.46186,,,
193,,"магазин Россия",,55.18627,61.46057,,,
218,,"ул. Бажова",,55.18122,61.44678,,,
231,,"ул. Танкистов",,55.19243,61.46599,,,
991,,"ул. Танкистов",,55.19315,61.46688,,,
238,,"Уральская академия гос. службы",,55.19080,61.46497,,,
206,,"Сад Победы",,55.17229,61.45190,,,
207,,"Сад Победы",,55.17139,61.45218,,,
209,,"Театр ЧТЗ",,55.16052,61.45132,,,
210,,"Театр ЧТЗ",,55.16070,61.45147,,,
216,,"ул. 1 Пятилетки",,55.16734,61.45276,,,
5420,,"ул. 1 Пятилетки",,55.16685,61.45248,,,
217,,"ул. Бажова",,55.18047,61.44638,,,
1758,,"ул. Бажова",,55.18155,61.44593,,,
222,,"ул. Котина",,55.17785,61.44827,,,
223,,"ул. Котина",,55.17743,61.44835,,,
1969,,"ДК Смена",,55.17896,61.43687,,,
1977,,"ДК Смена",,55.17942,61.43650,,,
936,,"Комсомольская пл.",,55.16168,61.44160,,,
940,,"Монтажный колледж",,55.16721,61.44272,,,
1979,,"Монтажный колледж",,55.16804,61.44280,,,
1970,,"ул. Лермонтова",,55.18183,61.43503,,,
2166,,"ул. Лермонтова",,55.18202,61.43479,,,
1968,,"ул. Правдухина",,55.17357,61.44034,,,
1978,,"ул. Правдухина",,55.17439,61.43966,,,
5430,,"проспект Виктора Давыдова",,55.16709,61.52315,,,
5427,,"ул. 2-я Эльтонская",,55.16890,61.52935,,,
5428,,"ул. 2-я Эльтонская",,55.16846,61.52728,,,
5286,,"ул. С.Герасимова",,55.17102,61.53607,,,
1749,,"ДК Ровесник",,55.17583,61.45681,,,
1755,,"ДК Ровесник",,55.17614,61.45729,,,
1748,,"магазин Шатура",,55.17812,61.45878,,,
1756,,"магазин Шатура",,55.17855,61.45941,,,
1754,,"Сад Победы",,55.17243,61.45443,,,
2274,,"ул. Завалишина",,55.18777,61.46648,,,
2276,,"ул. Завалишина",,55.18710,61.46588,,,
1747,,"ул. Октябрьская",,55.18243,61.46228,,,
1757,,"ул. Октябрьская",,55.18156,61.46176,,,
1012,,"Клуб мальчишек",,55.17459,61.46743,,,
1002,,"ул. Восходящая",,55.17272,61.48288,,,
1014,,"ул. Восходящая",,55.17271,61.48207,,,
1003,,"ул. Танкистов",,55.17371,61.47175,,,
1013,,"ул. Танкистов",,55.17347,61.47344,,,
915,,"Переезд",,55.15851,61.51782,,,
916,,"Переезд",,55.15851,61.51820,,,
5476,,"Связьстрой",,55.15692,61.51220,,,
911,,"ТЭЦ- 2",,55.15649,61.49864,,,
912,,"ТЭЦ- 2",,55.15634,61.49795,,,
913,,"ул. Линейная",,55.15639,61.50374,,,
914,,"ул. Линейная",,55.15624,61.50384,,,
998,,"Почта",,55.18414,61.48535,,,
997,,"Рынок Северо-восток",,55.18804,61.48404,,,
1019,,"Рынок Северо-восток",,55.18821,61.48411,,,
995,,"ул.  Вязовая",,55.19609,61.47553,,,
993,,"ул. Мамина",,55.19720,61.47206,,,
994,,"ул. Мамина",,55.19747,61.47314,,,
996,,"Универсам",,55.19464,61.47967,,,
1020,,"Универсам",,55.19440,61.48015,,,
2403,,"Школа",,55.19116,61.48222,,,
4008,,"Школа",,55.19090,61.48222,,,
1004,,"Клуб мальчишек",,55.17477,61.46552,,,
1010,,"Швейная фабрика",,55.16608,61.45930,,,
1906,,"Киргородок",,55.16806,61.43606,,,
3339,,"Киргородок",,55.16811,61.43488,,,
1753,,"Компрессорный завод",,55.16460,61.46456,,,
942,,"Монтажный колледж",,55.16764,61.44207,,,
1967,,"Трамвайное депо №1",,55.16817,61.42890,,,
1980,,"Трамвайное депо №1",,55.16822,61.43010,,,
3591,,"Трамвайное депо №1",,55.16857,61.42951,,,
1007,,"ул. 1 Пятилетки",,55.16700,61.45279,,,
1006,,"Швейная фабрика",,55.16604,61.45870,,,
5425,,"ул. С.Герасимова",,55.17112,61.53762,,,
5424,,"ул. Ферганская",,55.16896,61.53979,,,
1253,,"Сад Победы",,55.17189,61.45486,,,
919,,"пос. Плановый",,55.16331,61.52782,,,
920,,"пос. Плановый",,55.16319,61.52802,,,
924,,"пос. Чурилово",,55.16705,61.53931,,,
925,,"пос. Чурилово",,55.16694,61.53954,,,
921,,"Школа",,55.16459,61.53224,,,
922,,"Школа",,55.16457,61.53275,,,
1750,,"Компрессорный завод",,55.16372,61.46593,,,
3966,,"Компрессорный завод",,55.16470,61.46649,,,
202,,"пос. Первоозерный",,55.19061,61.47484,,,
1258,,"пос. Первоозерный",,55.19084,61.47520,,,
1252,,"Сад Победы",,55.17193,61.45381,,,
3967,,"ул. Салютная",,55.16850,61.46949,,,
3968,,"ул. Салютная",,55.16831,61.46913,,,
232,,"ул. Танкистов",,55.19259,61.46702,,,
3972,,"ул. Танкистов",,55.17316,61.47242,,,
1018,,"Почта",,55.18500,61.48500,,,
999,,"ул. Первая Охотничья",,55.18165,61.48687,,,
1017,,"ул. Первая Охотничья",,55.18228,61.48666,,,
1001,,"ул. Хохрякова",,55.17370,61.48709,,,
1015,,"ул. Хохрякова",,55.17406,61.48736,,,
1000,,"ул. Чоппа",,55.17726,61.48806,,,
1016,,"ул. Чоппа",,55.17822,61.48841,,,
2404,,"Школа",,55.19098,61.48202,,,
7979,,"Стрельбище",,55.23177,61.50764,,,
7980,,"Стрельбище",,55.23189,61.50729,,,
905,,"Завод Шлифизделий",,55.15857,61.47809,,,
906,,"Завод Шлифизделий",,55.15846,61.47722,,,
943,,"ТК Башня",,55.16956,61.44280,,,
944,,"ТК Башня",,55.17009,61.44256,,,
6917,,"ул. Зальцмана",,55.17027,61.53348,,,
7015,,"ул.Зальцмана",,55.17021,61.53376,,,
909,,"База ПТК",,55.15680,61.49370,,,
910,,"База ПТК",,55.15669,61.49365,,,
907,,"Восточная проходная",,55.15824,61.48369,,,
908,,"Восточная проходная",,55.15801,61.48464,,,
8054,,"Первое озеро",,55.19248,61.48121,,,
1005,,"ул. Марченко",,55.16970,61.46162,,,
1011,,"ул. Марченко",,55.17029,61.46246,,,
6482,,"Швейная фабрика",,55.16581,61.45924,,,
931,,"Автомеханический завод",,55.15780,61.44521,,,
932,,"Автомеханический завод",,55.15777,61.44464,,,
933,,"Автомеханический завод",,55.15721,61.44477,,,
934,,"Автомеханический завод",,55.15782,61.44484,,,
1256,,"ул. Марченко",,55.17043,61.46107,,,
917,,"Гаражи",,55.16207,61.52394,,,
918,,"Гаражи",,55.16205,61.52435,,,
4127,,"пос. Шершни",,55.14835,61.30121,,,
4100,,"Сад Петушок",,55.14261,61.27023,,,
4101,,"Сад Петушок",,55.14212,61.26994,,,
235,,"Агроуниверситет",,55.15962,61.38220,,,
236,,"Агроуниверситет",,55.15983,61.38064,,,
1855,,"ПКиО",,55.15924,61.36538,,,
1009,,"пл. Революции",,55.16041,61.40198,,,
240,,"Центральный рынок",,55.16090,61.42036,,,
241,,"ЮУрГУ",,55.15956,61.36905,,,
242,,"ЮУрГУ",,55.15933,61.37151,,,
2048,,"Алое поле",,55.16028,61.38894,,,
2049,,"Алое поле",,55.16047,61.38894,,,
229,,"ул. Островского",,55.18753,61.38665,,,
1565,,"ул. Южная",,55.15525,61.38918,,,
2051,,"ул. Южная",,55.15443,61.38935,,,
3171,,"ул. Южная",,55.15435,61.38937,,,
3210,,"ул. Южная",,55.15386,61.38972,,,
2035,,"Мебельный пос.",,55.12443,61.36418,,,
2036,,"Мебельный пос.",,55.12463,61.36450,,,
2599,,"Областная больница",,55.13553,61.37482,,,
2033,,"ТК Кольцо",,55.12911,61.36597,,,
2034,,"ТК Кольцо",,55.12915,61.36614,,,
2027,,"ул. Рылеева",,55.13255,61.36979,,,
2031,,"ул. Рылеева",,55.13277,61.37032,,,
2038,,"Энергетический колледж",,55.12088,61.36268,,,
2039,,"Энергетический колледж",,55.12093,61.36321,,,
1842,,"ул. Академика Королёва",,55.16411,61.29525,,,
1843,,"ул. Академика Королёва",,55.16323,61.29462,,,
1839,,"ул. Академика Макеева",,55.16745,61.29538,,,
1841,,"ул. Академика Макеева",,55.16687,61.29457,,,
4052,,"Городская больница",,55.15428,61.39281,,,
974,,"Кинотеатр Урал",,55.15735,61.39688,,,
975,,"Кинотеатр Урал",,55.15668,61.39623,,,
2023,,"Мед.институт",,55.14176,61.37585,,,
2025,,"Мед.институт",,55.14178,61.37612,,,
763,,"Областная больница",,55.13530,61.37491,,,
962,,"Областная больница",,55.13741,61.37534,,,
2017,,"ул. Доватора",,55.14620,61.38182,,,
2100,,"ул. Доватора",,55.14669,61.38270,,,
1567,,"ул. Курчатова",,55.15020,61.38726,,,
2479,,"Магазин",,55.15407,61.30251,,,
2480,,"Магазин",,55.15361,61.30306,,,
2483,,"пос. Шершни",,55.14863,61.30302,,,
2377,,"ул. Красноармейская",,55.16561,61.41309,,,
3360,,"ул. Красноармейская",,55.16569,61.41392,,,
2376,,"ул. Цвиллинга",,55.16540,61.40464,,,
3362,,"ул. Цвиллинга",,55.16538,61.40503,,,
657,,"ПКиО",,55.15837,61.36452,,,
3919,,"ПКиО",,55.15715,61.36457,,,
3568,,"Профилакторий",,55.15179,61.36504,,,
3569,,"Профилакторий",,55.15228,61.36519,,,
3872,,"ул. Лесопарковая",,55.15815,61.36473,,,
2386,,"пл. Павших Революционеров",,55.16952,61.41550,,,
2020,,"ул. Нагорная",,55.17278,61.41531,,,
3353,,"ул. Нагорная",,55.17306,61.41520,,,
2631,,"ул. Труда",,55.16732,61.41579,,,
219,,"ул. Володарского",,55.15778,61.38718,,,
237,,"ул. Энтузиастов",,55.15750,61.37821,,,
704,,"ТРК Родник",,55.17106,61.35842,,,
194,,"п/о Полёт",,55.15720,61.36794,,,
2475,,"ул. Академика Сахарова",,55.15966,61.29706,,,
2476,,"ул. Академика Сахарова",,55.16022,61.29697,,,
2981,,"Геологический музей",,55.16783,61.39905,,,
2044,,"Гостиница Малахит",,55.16770,61.39543,,,
2979,,"Гостиница Малахит",,55.16771,61.39572,,,
2046,,"ДС Юность",,55.16753,61.39032,,,
2047,,"ДС Юность",,55.16751,61.38937,,,
3815,,"Многофункциональный центр",,55.16965,61.37439,,,
3816,,"Многофункциональный центр",,55.16930,61.37503,,,
1966,,"Областной суд",,55.16801,61.42132,,,
1981,,"Областной суд",,55.16794,61.42068,,,
705,,"ТРК Родник",,55.17083,61.35843,,,
3334,,"ул. Красноармейская",,55.16885,61.41460,,,
3336,,"ул. Красноармейская",,55.16890,61.41430,,,
1335,,"ул. Пушкина",,55.16807,61.40645,,,
1336,,"ул. Пушкина",,55.16811,61.40687,,,
981,,"ул. Энгельса",,55.16752,61.38156,,,
2503,,"Гостиница Турист",,55.14727,61.36320,,,
2505,,"Гостиница Турист",,55.14718,61.36341,,,
2494,,"Детский комплекс",,55.14725,61.35692,,,
2496,,"Детский комплекс",,55.14703,61.35673,,,
2489,,"Плотина",,55.14675,61.33516,,,
2490,,"Плотина",,55.14657,61.33545,,,
2484,,"пос. Шершни",,55.14814,61.30240,,,
2507,,"ТК Калибр",,55.14753,61.37136,,,
2510,,"ТК Калибр",,55.14747,61.37289,,,
2512,,"ул. Худякова",,55.14755,61.37698,,,
2513,,"ул. Худякова",,55.14768,61.37778,,,
277,,"Оперный театр",,55.16730,61.40358,,,
278,,"Оперный театр",,55.16693,61.40353,,,
844,,"Оперный театр",,55.16694,61.40340,,,
3982,,"Оперный театр",,55.16725,61.40370,,,
283,,"пл. Революции",,55.16024,61.40428,,,
284,,"пл. Революции",,55.15994,61.40467,,,
3981,,"пл. Революции",,55.16071,61.40426,,,
699,,"Агроуниверситет",,55.16068,61.38141,,,
701,,"ул. Труда",,55.16744,61.38055,,,
814,,"ул. Труда",,55.16734,61.38082,,,
5811,,"ул. Академика Королёва",,55.16270,61.30236,,,
171,,"Агентство  Воздушных  Сообщений",,55.16102,61.42486,,,
172,,"Алое поле",,55.15988,61.38965,,,
173,,"Алое поле",,55.15997,61.38822,,,
175,,"Библиотека",,55.16017,61.39545,,,
176,,"Библиотека",,55.16009,61.39652,,,
179,,"Гражданпроект",,55.15943,61.37664,,,
180,,"Гражданпроект",,55.15968,61.37465,,,
182,,"магазин Детский мир",,55.16066,61.41065,,,
174,,"Алое поле",,55.16051,61.38914,,,
1563,,"Алое поле",,55.15951,61.38875,,,
183,,"ДС Юность",,55.16851,61.38935,,,
184,,"ДС Юность",,55.16628,61.38818,,,
702,,"Зоопарк",,55.17079,61.37059,,,
811,,"Зоопарк",,55.17045,61.37145,,,
